Row ID,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Best Overall Rating
49_FIFA23,214097,B. Bourigeaud,28,https://cdn.sofifa.net/players/214/097/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,81,81,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,€26M,€66K,2194,Right,2,3,3,High/ High,Lean (170-185),No,"<span class=""pos pos23"">RW","Jun 14, 2017",nan,2023,178cm,68kg,€49.4M,14,nan
50_FIFA23,223697,R. Gosens,27,https://cdn.sofifa.net/players/223/697/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,82,82,Inter,https://cdn.sofifa.net/teams/44/30.png,€29.5M,€59K,2193,Left,3,3,3,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos16"">LM",nan,"<a href=""/team/39/atalanta/"">Atalanta</a>","Jun 30, 2023",183cm,76kg,nan,8,nan
51_FIFA23,181291,G. Wijnaldum,31,https://cdn.sofifa.net/players/181/291/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,80,80,Roma,https://cdn.sofifa.net/teams/52/30.png,€17.5M,€83K,2193,Right,3,4,3,High/ High,Unique,Yes,"<span class=""pos pos15"">LCM",nan,"<a href=""/team/73/paris-saint-germain/"">Paris Saint-Germain</a>","Jun 30, 2023",175cm,74kg,nan,25,nan
52_FIFA23,219683,C. Tolisso,27,https://cdn.sofifa.net/players/219/683/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,81,81,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€27.5M,€75K,2193,Right,3,3,3,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos13"">RCM","Jul 1, 2022",nan,2027,181cm,81kg,€52.3M,88,nan
53_FIFA23,202126,H. Kane,28,https://cdn.sofifa.net/players/202/126/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€105.5M,€240K,2193,Right,4,5,3,High/ High,Unique,Yes,"<span class=""pos pos25"">ST","Jul 28, 2010",nan,2024,188cm,89kg,€200.5M,10,nan
54_FIFA23,193747,Koke,30,https://cdn.sofifa.net/players/193/747/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,83,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€34.5M,€74K,2192,Right,3,4,3,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos15"">LCM","Jan 1, 2011",nan,2024,176cm,77kg,€70.7M,6,nan
55_FIFA23,195479,J. Tavernier,30,https://cdn.sofifa.net/players/195/479/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,78,78,Rangers FC,https://cdn.sofifa.net/teams/86/30.png,€12M,€51K,2191,Right,1,3,3,High/ Medium,Lean (185+),Yes,"<span class=""pos pos3"">RB","Jul 20, 2015",nan,2024,182cm,75kg,€21.6M,2,nan
56_FIFA23,183711,J. Henderson,32,https://cdn.sofifa.net/players/183/711/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,83,83,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€28.5M,€135K,2190,Right,3,3,3,High/ High,Normal (170-185),Yes,"<span class=""pos pos13"">RCM","Jun 9, 2011",nan,2025,182cm,80kg,€52.7M,14,nan
57_FIFA23,158023,L. Messi,35,https://cdn.sofifa.net/players/158/023/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,91,91,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€54M,€195K,2190,Left,5,4,4,Low/ Low,Unique,Yes,"<span class=""pos pos23"">RW","Aug 10, 2021",nan,2023,169cm,67kg,€99.9M,30,nan
58_FIFA23,199556,M. Verratti,29,https://cdn.sofifa.net/players/199/556/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,87,87,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€77.5M,€155K,2189,Right,3,4,4,Medium/ High,Unique,Yes,"<span class=""pos pos13"">RCM","Jul 18, 2012",nan,2024,165cm,60kg,€143.4M,6,nan
59_FIFA23,214047,M. Uribe,31,https://cdn.sofifa.net/players/214/047/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,81,81,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€21M,€19K,2189,Right,1,4,3,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos13"">RCM","Aug 5, 2019",nan,2023,183cm,77kg,€42M,8,nan
60_FIFA23,239053,F. Valverde,23,https://cdn.sofifa.net/players/239/053/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,84,90,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€66M,€175K,2188,Right,1,4,3,High/ High,Unique,Yes,"<span class=""pos pos28"">SUB","Jul 22, 2016",nan,2027,182cm,78kg,€148.5M,15,nan
61_FIFA23,208722,S. Mané,30,https://cdn.sofifa.net/players/208/722/23_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,89,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€99.5M,€145K,2188,Right,4,4,4,High/ Medium,Unique,Yes,"<span class=""pos pos25"">ST","Jul 1, 2022",nan,2025,174cm,69kg,€164.2M,17,nan
62_FIFA23,205632,L. Ocampos,27,https://cdn.sofifa.net/players/205/632/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,81,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€27.5M,€39K,2188,Right,2,3,4,High/ High,Normal (185+),No,"<span class=""pos pos28"">SUB","Jul 3, 2019",nan,2024,188cm,84kg,€57.8M,5,nan
63_FIFA23,233927,Lucas Paquetá,24,https://cdn.sofifa.net/players/233/927/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,82,87,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€46M,€70K,2188,Left,2,4,5,High/ High,Normal (170-185),Yes,"<span class=""pos pos15"">LCM","Oct 1, 2020",nan,2025,180cm,72kg,€90.9M,10,nan
64_FIFA23,202648,Sergi Darder,28,https://cdn.sofifa.net/players/202/648/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,82,82,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,€30.5M,€30K,2188,Right,1,3,3,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos18"">CAM","Jul 10, 2018",nan,2023,180cm,71kg,€64.1M,10,nan
65_FIFA23,216393,Y. Tielemans,25,https://cdn.sofifa.net/players/216/393/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,84,86,Leicester City,https://cdn.sofifa.net/teams/95/30.png,€52.5M,€115K,2187,Right,2,5,4,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos9"">RDM","Jul 8, 2019",nan,2023,176cm,72kg,€103.7M,8,nan
66_FIFA23,209297,Fred,29,https://cdn.sofifa.net/players/209/297/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,80,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€20.5M,€120K,2186,Left,3,3,4,High/ High,Lean (170-),Yes,"<span class=""pos pos10"">CDM","Jun 21, 2018",nan,2023,169cm,62kg,€39M,17,nan
67_FIFA23,218667,Bernardo Silva,27,https://cdn.sofifa.net/players/218/667/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,88,88,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€97.5M,€260K,2185,Left,2,3,4,High/ High,Lean (170-185),Yes,"<span class=""pos pos15"">LCM","Jul 1, 2017",nan,2025,173cm,64kg,€180.4M,20,nan
68_FIFA23,210035,Grimaldo,26,https://cdn.sofifa.net/players/210/035/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,82,85,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€36.5M,€19K,2184,Left,3,2,3,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos7"">LB","Jan 4, 2016",nan,2023,172cm,67kg,€75.7M,3,nan
69_FIFA23,234153,Carlos Soler,25,https://cdn.sofifa.net/players/234/153/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,88,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,€53M,€51K,2183,Right,2,4,3,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos15"">LCM","Jul 1, 2015",nan,2023,180cm,76kg,€115.3M,10,nan
70_FIFA23,224458,Diogo Jota,25,https://cdn.sofifa.net/players/224/458/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,85,89,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€76M,€170K,2183,Right,2,5,4,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB","Sep 19, 2020",nan,2025,178cm,73kg,€146.3M,20,nan
